url,type,title,norm_title,answer
https://help.wrike.com/hc/en-us/articles/360023006313-Approvals,How to,"approve a task, folder or a project","['approv', 'task', 'folder', 'project']","All the tasks/folders/projects waiting for your approval can be found in your Inbox.Or, you can filter tasks, folders and projects according to their approval status, start and due date, creation date or assigned approvers. Wrike Tip! Create a dashboard widget to see all tasks or projects with pending approvals from one place. To approve a task/folder/project: Open a task, folder or a project that needs to be approved. Find the approval panel at the top of the description field. Hover over the number of approvers to the left of the “Approve” button to see who else is assigned for approval of the task/folder/project and whose approvals are pending. Click “Approve”  or “Reject”  based on your decision. Thereafter, the comment field appears where you can add some details on your approval. Click ""Send comment"". Until the approval is finished, you can undo your decision or add a comment to it. The information about your decision, together with a comment you sent, is added to the task or project stream and approvals history. If the approval didn’t finish automatically, then the approval creator would have to click the “Finish” button that appears after all approvers gave their decision. Note that if a file has a pending approval, then you have to set a decision on the file first, in order to be able to close the task/folder/project approval."
https://help.wrike.com/hc/en-us/articles/360023006313-Approvals,How to,add approvals to your workflow,"['add', 'approv', 'to', 'your', 'workflow']","Account admins can add Approvals to Custom Workflows Add Approvals to your workflow if you want to: Automatically create an approval in a task, folder or project when the status is changed. Predefine a change of task/project status based on approver decisions. Add files to the approval upon status change. Please note that custom workflows for projects are available on accounts, created after 4/15/2019. To add an approval: Click your profile picture in the upper right-hand corner. Select ""Settings"" from the dropdown. Click ""Workflow"" in the left panel. Select the Workflow in which you want to add approvals or create a new one. Click the status for which you want to add an approval. Click “Add approval”. Next you can: Select approvers for tasks/projects in the selected status. When a task/project status changes to the selected one, the approval is created automatically with the chosen approvers. Assign the task's creator as a task approver upon status change. Set up a due date for the created approval. Here you can enter number of days in which the approval process should be finished. If you need the task/project to be approved the same day the status is changed, enter 0 days into the field. Select to finish the approval automatically when all approvers have given their decisions. Set up automatic status change in case the task/project is approved or rejected. Account with File Approvals can additionally select to add files for approvalupon status change. You have 3 options: Add all files automatically. All the attached files from a task/project will be added to approval. Add files from previous approval. Files from the previous approval are added to the new one, launched upon the status change. Require file selection. You will be asked to select files for approval after the status change. Close the status window. Click “Save”in the upper right-hand corner. The approval process is launched automatically upon the status change, all the approvers receive notifications in their Inbox. When the approval process is finished the approval panel disappears, a new record is added to the approvals history and the task or project stream and the status changes automatically (if configured at step 7 above). Please note, the status changes only after the approval is finished."
https://help.wrike.com/hc/en-us/articles/360023006313-Approvals,How to,approvals in request forms,"['approv', 'in', 'request', 'form']","Account admins and space admins can add approvals to request forms To add approvals to a request form: Open a request form you want to edit or start creating a new one. Next, on the panel to the right, under “Create approval” click “Add approval”. After that you can: Add approver(s) to the task or project that is being created. Note that if you don’t select approvers, only an approval draft is created. You will have to create an approval from the draft manually. Set the approval due date. Select to finish approval automatically when all approvers give their decision. Select to change the task/project status depending on the approver’s decision. Add the approval description. Automatically add files attached to the task/project via request form, to the approval. Click “Save” or “Publish” (if you are creating a new form). It is possible to add conditional approvals to request forms. This way approvals are created only if the specific answer is chosen. Note, when you add both an approval and a conditional approval, each with differing conditions, all users assigned as approvers in the request form (both from conditional approval and the general approval) will be added as approvers to a task or a project."
https://help.wrike.com/hc/en-us/articles/360023006313-Approvals,How to,see details of finished approvals,"['see', 'detail', 'of', 'finish', 'approv']","Although all the information about Approvals is kept in the task/folder/project stream, it is also possible to come back to the selected decisions made regarding a task, folder or a project and see additional details in one place. To do so: Click on the “Approvals” (or “Approved”) button on the panel above the description field. Select the approval for which you would like to see details. Click the ""See details” button. In the pop-up that opens you will see: Who started the approval process and when Who approved or rejected the approval Comments left regarding the decision If files were added to the approval, you can see details and comments by switching to the Files tab"
https://help.wrike.com/hc/en-us/articles/210322845-Proofing,How to,compatible file types,"['compat', 'file', 'type']","Image + Doc Proofing work with the following file types:.bmp.gif.jpeg.pdf.png.csv.odp.psd.svg.tif,.tiff.heic Office files (.doc,.docx,.ppt,.pptx,.xls,.xlsx,.xlsm,.rtf) website links Proofing works with files uploaded from local storage only and does not work with files uploaded from cloud storage platforms (such as Dropbox and Box). Video Proofing works with the following file types: mp4 mov* avi 3gp flv public or unlisted YouTube videos** Proofing works with files uploaded from local storage only and does not work with files uploaded from cloud storage platforms (such as Dropbox and Box). *.mov files with a ProRes codec are not supported. ** some videos can't be played outside of YouTube. To view such a video: open it in Proofing, right-click on the video and select what do you want to do: either open it in a new tab or copy the link to the video."
https://help.wrike.com/hc/en-us/articles/210322845-Proofing,How to,proofing in wrike,"['proof', 'in', 'wrike']","Navigate Proofing Add a Comment View and Reply to a Comment Resolve a Comment Edit a Comment Delete a Comment Navigate Proofing When you open a file, you see markers which represent Proofing comments. Click a marker to see a corresponding comment in a pop-up window. Open the comment panel: click “Comments” in the upper right-hand corner. Switch between versions: click “Versions” in the upper right-hand corner and click a version from the panel on the left. Open a task, folder, or project where a file is attached: click its name under a file’s title in the upper left-hand corner. For.pdf and Office files: a number of pages appears at the top of the window, click it and enter a page number to jump to it. You can rotate an image or the current page of the document you have open in Proofing. To do so, click the Rotate icon in the bottom panel. The image/page is rotated clockwise 90 degrees, each time you click the button. Note that this change is not saved when you exit Proofing or when switching to another image or document. When you add a new version of a file, people who are working on this file in Wrike Proof will see a notification that the new file version was added. They can open a new version right away or continue working on the current version. Wrike Tip! You can select from two color themes for Proofing: dark and light. To switch the theme, open any file, click the three-dot menu in the upper right-hand corner of the workspace and select ""Switch to Dark/Light Theme"". Add a Comment Open a task. Click the file you want to comment on (from the attachments section). Select one of the Proofing markers under the image or document (you can choose the comment, arrow, box, or pen icon). A text highlight option also appears if you're commenting on a PDF or Office file. Select a proofing color. This color is used for proofing marks on the image/document and correlates with the comment color as well. Click the image/document (where you would like the marker to appear). Type a comment. Click “Send” or press Enter key."
https://help.wrike.com/hc/en-us/articles/210322845-Proofing,How to,wrike proof comment export,"['wrike', 'proof', 'comment', 'export']","You can export files from Proofing together with all the comments as a PDF. To export a PDF file: Open a task. Click the file you want to download (from the attachments section). Click the three-dot menu in the upper right-hand corner. Select “Export with comments”. The download of the PDF file starts immediately. Note that in the exported PDF document, line, arrow and box markups are all converted into PDF comments (sticky notes) at the original markup position. Proofing comments from MediaValet attachments and password-protected PDFs cannot be exported."
https://help.wrike.com/hc/en-us/articles/210322845-Proofing,How to,video proofing,"['video', 'proof']","Use video Proofing to add comments at specific times and locations on a video. Video Proofing works like image/doc Proofing:  Attach a video. Click ""Attach files"" above the description field and upload a video from your computer or from YouTube. For videos from YouTube, you will just need a video URL. Click the attachment and begin playing the video. Click anywhere on the video to add a comment. To comment on specific points on the video Advance frame by frame: use the arrow buttons under the video to advance forward or backward by a single frame Jump to a specific point: Click in the current time field, enter the time you want to jump to, press Enter. Keyboard shortcuts Use the forward and back arrow buttons on your keyboard to advance forward or backward by 5 seconds. Press Shift + arrow to advance by 10 seconds."
https://help.wrike.com/hc/en-us/articles/210322845-Proofing,How to,comparison mode,"['comparison', 'mode']","Compare files or versions of one file by using the Comparison mode. When you enter the Comparison mode, by default, files are displayed side by side in one window. From the Comparison mode you can: See all the changes made to both files or file versions in one place Work with two files in review simultaneously Leave comments to both files Approve or require additional changes Switch between files and versions To open files in Comparison mode: Open a file from the task/project/folder attachments. Click the ""Compare"" button in the upper-right corner of the workspace. Select the file (or version of the same file) with which you want to compare it. You can also select multiple files from the attachments section and click the ""Compare files"" icon that appears in the panel above. To compare files from different locations (different tasks, folders or projects) inside one project, folder or Space: Click the name of the folder, project, or Space in the left-hand Navigation panel. Open it in the Files view. Select file(s) you want to compare. Click the ""Compare files"" button in the upper-right corner of the workspace. Both files (or versions of the same file) open in the comparison mode. Note that if you open a file in review in Comparison mode, you can only compare it with other files in the same review. Overlay Comparison While in the Comparison mode you can choose to look at different files (or versions of files) in the overlay mode. This way files are displayed layered. To switch to the overlay mode: Open files in the Comparison mode. In the panel above the file, in preview, click the “Overlay” icon. If you want to go back to the side by side comparison click the ‘Side by side” icon in the same panel. In the overlay comparison mode you can drag the split bar within the Proofing window to switch between files. Or, alternatively, you can drag a file within the window to see its full preview. Note, that not all the files can be opened in the overlay comparison mode. The list of supported file formats includes all images and.psd,.tiff,.svg,.heic."
https://help.wrike.com/hc/en-us/articles/210325065-File-Approvals,How to,add files to approvals,"['add', 'file', 'to', 'approv']","Open a task, folder, or project with attachments. If you don't see the file you want to add to review click ""Show all files"". Check the box next to all files you want to add to approval. Click “Select for approval”. Select the users who are responsible for reviewing and approving the attachments by clicking the “+Select approvers” button on the panel that appears. Click ""Set Due Date"" to specify what date the files should be reviewed and approved by. Please note, this date will not appear on the Gantt Chart and the task will not be marked ""Overdue"" if the reviews aren't completed by the specified date. Check the “Approve only files” box if you don’t want to start a task/folder/project approval. Click the “Advanced settings” button if you need to: Finish this file approval automatically when all approvers give their decision. If you deselect this option, you’ll have to finish the approval that you created manually. Set up a status change upon the file approval finish. Click “Start Approval.” All attachments continue to appear under the task’s description field, but now attachments are divided into: 1) “Files for approval” section 2) “Not for approval” section (for attachments that aren’t in review). Alternatively, you can add files while creating a task, folder or project approval"
https://help.wrike.com/hc/en-us/articles/360024472793-Wrike-Publish-Bynder-Integration,How to,important information ,"['import', 'inform']","You need to have a Bynder account in order to attach files from and publish files to Bynder. Note that the Bynder subscription is not included with Wrike Publish and should be purchased separately through Bynder. When you attach a file from Bynder, everyone who a task, folder or project is shared with automatically gets access to the file without having to log in to Bynder."
https://help.wrike.com/hc/en-us/articles/360024472793-Wrike-Publish-Bynder-Integration,How to,enable the bynder integration ,"['enabl', 'bynder', 'integr']","Account admins in both Wrike and Bynder can enable the integration. Please note: For the integration to work correctly, the admin has to have rights to upload and publish in Bynder as well as API access. Open the “Apps & Integrations” page (click your profile image and select “Apps & Integrations” from the menu). Find and open the Bynder card. Next, switch to the “App settings” tab. Go to https://[yourdomain].getbynder.com/pysettings/oauth2/new/. Fill in the following fields: Application name: Any Authorization redirect URIs: https://www.wrike.com/ui/bynder_oauth_callback Check the boxes next to each category (except Admin) to opt in:
 asset:read asset:write collection:read current.user:read meta.assetbank:read meta.assetbank:write Click ""Register application."" Copy “Client ID” and “Client Secret” and fill in the fields below. After you get a visual confirmation, you're all set! Click Enable Integration to finish. The integration is enabled for the account. You will be asked to enter your Bynder credentials upon your first use of Wrike Publish. Wrike Tip! Regular and external users can see who their account admins are here Account admins can select which metaproperties will be available to users to fill out when publishing files from Wrike to Bynder, such as: Title Description"
https://help.wrike.com/hc/en-us/articles/360024472793-Wrike-Publish-Bynder-Integration,How to,tags,['tag'],This can be done from the Bynder card in the “Apps & Integrations” section: Open the Bynder card. Switch to the “App settings” tab. Check the boxes next to metaproperties that should be displayed while publishing files.
https://help.wrike.com/hc/en-us/articles/360024472793-Wrike-Publish-Bynder-Integration,How to,publish files to bynder ,"['publish', 'file', 'to', 'bynder']","To upload a file attached from local storages to Bynder: Open a task with the file or files you want to publish. Select file(s) from the attachment list (under the description field). Click “Publish to Bynder” icon on the above panel that appears. Log in to Bynder. From here you can: Set the file’s title. Add a description to the file. Choose the Bynder brand (or several brands) where you want to add a file. Add tags from the list of existing tags in your Bynder account or create new ones. Click “Publish”. You can also add one metaproperty to several files when publishing them to Bynder: Hover over the needed metaproperty field of one of the files. Click the “Apply to all files” button which appears above the field. The metaproperty from this field is added as a metaproperty to all the earlier selected files upon publishing. Wrike Tip! You can also right-click a file and select ""Publish to Bynder"" to publish a file."
https://help.wrike.com/hc/en-us/articles/360024472793-Wrike-Publish-Bynder-Integration,How to,attach files from bynder ,"['attach', 'file', 'from', 'bynder']","Open a task where you want to attach a file. Click ""Attach files"" (the paper clip icon) and select “From Bynder”. Log in to Bynder and select the file (or files) you want to attach or search for it from the box in the upper right-hand corner. Click “Attach to task”. The file appears in the list of attachments and is defined by a Bynder icon. Note! You can search by a file title, attributes, and keywords. To search items by part of a keyword, use “*”, for example, “wind*”."
https://help.wrike.com/hc/en-us/articles/360024472793-Wrike-Publish-Bynder-Integration,How to,map custom fields to bynder metaproperties ,"['map', 'custom', 'field', 'to', 'bynder', 'metaproperti']","When you publish a file from Wrike to Bynder, information from Wrike custom fields is automatically added to their matching metaproperties in Bynder. Custom fields and attributes are automatically mapped if: They have the same title. Their types are compatible (see the table below). Note! You can’t publish a file to Bynder if there is a required metaproperty in Bynder and no matching custom fields in Wrike. Note! Duration and users custom fields types can’t be mapped to Bynder properties. Custom Field Type Bynder Metaproperty Type Text Text, Unique ID Dropdown Dropdown/Text* Number Number-Decimal, Number-Integer**, Unique ID Percentage Number-Decimal, Number-Integer** Currency"
https://help.wrike.com/hc/en-us/articles/210322865-Document-Editor,How to,edit a file with the document editor,"['edit', 'file', 'with', 'document', 'editor']","Right click an attachment from the attachment list. Select ""Edit"". The Document Editor automatically opens the file in that file type's default system editor. (Example: Microsoft Office files open in the appropriate MS Office application or in OpenOffice.) Make changes to the file as you normally would. Save the file when you're done. The Document Editor instantly uploads the file to Wrike as a new version of the original attachment*. You can close the file without having to do anything else. *When you're working for a long time Wrike Document Editor might save files to your computer on the Desktop, rather than directly to your Wrike account. You can manually upload the newer versions to Wrike as attachments. Note! Files uploaded from a cloud storage platform (such as Google Drive) can be edited using the storage platform’s own editing tools. To edit this type of file just click on the file attachment in Wrike and then begin editing the document."
https://help.wrike.com/hc/en-us/articles/210322865-Document-Editor,How to,install the document editor,"['instal', 'document', 'editor']","You can install the Document Editor using one of the two options below. Option 1 Right click on an attachment. Select ""Edit"". If the Document Editor isn’t installed yet, then you will get a prompt asking if you would like to begin installation. Confirm this request and the editor will begindownloading. Click on the installer (once the download is complete) and finish the installation process. Once installation is complete you can click on your file to begin editing it. You only have to download the Document Editor once, after it is installed you will be able to edit your attached documents by clicking on the edit (pen) icon. Option 2 Click on your profile image in the Workspace’s upper right-hand corner. Select “Apps & Integrations”. Click the “Configure” button that appears to the right ofWrike Document Editor. Click the Download button in the upper right-hand corner of the pop-up which appears.A file will begin downloading. Click on the installer (once the download is complete) and finish the installation process. Once the installation is complete you canbegin editing files using the Document Editor."
https://help.wrike.com/hc/en-us/articles/210322865-Document-Editor,How to,supported operating systems and file types,"['support', 'oper', 'system', 'and', 'file', 'type']","Wrike’s Document Editor supports most popular file types and is available for both Windows and Mac. Supported operating systems: Windows 7, 8.1, and 10 (32 and 64 bit) Mac OS X 10.13 -10.15 Supported file types and programs: Common MS Office 2007, 2010, 2013, and 2016 files (for Windows) Common MS Office 2011 and 2016 files (for Mac) OpenOffice files LibreOffice files Adobe** files PDF files Common image files (.jpg,.png) ** Adobe InDesign currently does not support our Locking feature , hence, it's not recommended to edit INDD files with the Document Editor. "
https://help.wrike.com/hc/en-us/articles/210322865-Document-Editor,How to,setting up a proxy,"['set', 'up', 'proxi']","If your company uses a proxy server to access the internet, then users may need to add the Document Editor in a proxy whitelist before they are able to use it. Please note, if your proxy server settings are provided by an Active Directory server, then the system administrator responsible for the company’s network may needto add the Document Editor in a proxy whitelist.  Add Wrike’s Document Editor in a proxy whitelist on: Windows 7 Windows 8 Windows 10 Mac Please note, if you are using Chrome on a Windows 8 PC or if you are usingFirefox, you may need to configure your browser to use the proxy whitelist. Windows 7 Click the Start button and select “Control Panel”. Click “All Control Panel Items”. From the list that appears, select “Internet Options”. Click on the “Connections” tab in the dialog box that appears. Click the “LAN settings” button. Mark the checkbox next to “Bypass proxy server for local addresses”. Click “Advanced” to enter the proxy parameters. In the “Exceptions” section, type “doceditor.wrike.com” (without quotes). Click “Ok”. Supported browsers:"
https://help.wrike.com/hc/en-us/articles/210322865-Document-Editor,How to,supported browsers:,"['support', 'browser']","Chrome Firefox Edge Edge automatically uses the system preferences and there is no need to configure the browser’s settings. Mac Click on the Apple menu icon in the upper left-hand corner of the screen and select “System Preferences”. Click “Network” and then click the “Advanced” button. Select the “Proxies” tab. At the bottom of the dialog box, in the field under “Bypass proxy settings for these Hosts & Domians ”, type “doceditor.wrike.com” (without quotes). Click “Ok” Supported browsers: Safari Chrome Firefox Safari automatically uses the system preferences and there is no need to configure the browser’s settings."
https://help.wrike.com/hc/en-us/articles/210322865-Document-Editor,How to,configure your browser (if necessary),"['configur', 'your', 'browser', 'if', 'necessari']","Please note , Edge and Safari automatically use the system preferences and there is no need to configure the browser’s settings. Chrome For Windows 7 and 10, and on Mac, Chrome automatically uses your system preferences and there is no need to change your browser settings. For Windows 8: Click the browser’s menu button in its upper right-hand corner. Click “Settings”. Scroll to the bottom of the page and click “show advanced settings…”. Scroll to the “Network” section and click “Change proxy settings…”. In the field under “Bypass proxy settings for these Hosts & Domains”, add “doceditor.wrike.com” (without quotes). Firefox Click on your browser’s menu button and select “Preferences”. Click on the “Advanced” tab. Click the “Settings…” button. Mark the checkbox next to “Use system proxy settings”. Press “Ok”. If Firefoxdoesn’t use the proxy settings correctly you can: go to Firefox’s preferences page, click the “Advanced” tab, click the “Settings…” button, and in the exceptions field at the bottom of the page enter “doceditor.wrike.com” (without quotes)."
https://help.wrike.com/hc/en-us/articles/209603269--mentions,How to,mention rights,"['mention', 'right']","Regular users: can @mention any user on any task, folder, or project as long as that user is already part of the same account. External users and Collaborators : can only @mentionusers who are already shared on a task, folder, or project."
https://help.wrike.com/hc/en-us/articles/209603269--mentions,How to,mention teammates individually,"['mention', 'teammat', 'individu']","Open a task or the info panel of the folder or project where you want to @mention someone. Click in the comments section and type the @ symbol followed by the name of the user whom you would like to mention. Select the name of that user from the list that appears. If the person has a planned vacation or days off you will see “Unavailable” written next to their name in the list. Add additional text to your comment. Click the comment button or press Shift+Enter/Enter on your keyboard (based on settings in Profile). If the task, folder or project isn't shared with the person you are @mentioning, you will see a ""Share & Send"" button (instead of ""Send""). By clicking this button, you share the item with the @mentioned user. You can reverse your actions by clicking the ""Undo"" button in the pop-up that appears at the top of the workspace. If you @mention a user who is “Unavailable” you will see a pop-up showing their vacation or non-working dates. Note! You can also add a comment by clicking the Stream tab at the top of the workspace and then clicking in the “Add a comment” section of the task where you want to @mention someone."
https://help.wrike.com/hc/en-us/articles/209603269--mentions,How to,mention segments of people,"['mention', 'segment', 'of', 'peopl']","In addition to mentioning your teammates individually, you can @mention: All task assignees: type the @symbol and select ""@assignees"". All task, folder, or project followers: type the @symbol and select ""@followers"". User groups : type the group's name after the @ symbol and then select the group from the list.* *Available for Business and Enterprise users."
https://help.wrike.com/hc/en-us/articles/210322825-Comments,How to,add a comment,"['add', 'comment']","Open a task in the Task View , or select a Folder or Project from the left-hand Navigation panel and then open the Folder or Project info panel. Click in the “Add comment” field underneath the description section. Type your comment. Click the paperclip icon to add an attachment (optional). Click the emoji icon to add an emoji (optional). Select formatting for your comment (optional). Click ""Send"" or use your preferred keyboard shortcut to post your comment. Please note, you can also add a comment to a Task, Folder, or Project from the activity stream Wrike Tip! Pasteimages directly into comments from your clipboard. Wait until you see the red camera icon in the lower left-hand corner before sending your comment, it indicates that the image has been successfully uploaded. Works in: Chrome, Firefox, Safari 11, and the Desktop App."
https://help.wrike.com/hc/en-us/articles/210322825-Comments,How to,format comment,"['format', 'comment']",All users (including Collaborators) on all account types can use rich commenting. A hint showing the available formatting options appears under the comment field when you start typing your comment. Formatting Options Formatting Option What It Does Bold Text Makes text bold Italics Makes text italic Strikethrough Adds a strikethrough to text Code Formats one line of text as code Preformatted Displays text using a fixed width font preserving all spaces and line breaks. Wrike Tip! You can use keyboard shortcuts to format text as bold or italics.
https://help.wrike.com/hc/en-us/articles/210322825-Comments,How to,use comment reactions,"['use', 'comment', 'reaction']","Reactions allow you to react to a comment with an emoji. Use them to let someone know you've read their commentor to express your feelings about a comment. Add a Reaction Hover over the comment you would like to add a reaction too. Click the emoji icon in the comment's upper right-hand corner. Select the emoji you would like to react with. Remove a Reaction Hover over the reaction you would like to remove. Click the reaction. Your reaction is removed. Please note, you can only remove reactions you added."
https://help.wrike.com/hc/en-us/articles/210322825-Comments,How to,reply to a comment or update,"['repli', 'to', 'comment', 'updat']","Open a task in the Task View, or select a Folder or Project from the left-hand Navigation panel and then open the Folder or Project info panel. Hover over the comment or update you want to reply to.* Click ""Reply"". A comment is started with an @mention for the person who wrote the original comment or made the update. Type your message after the @mention (and mention any additional people). Click ""Send"" or use your preferred keyboard shortcut to post your comment. *For updates, the reply button only appears in cases where one person made an update."
https://help.wrike.com/hc/en-us/articles/210322825-Comments,How to,view comments,"['view', 'comment']","Open a task in the Task View, or select a Folder or Project from the left-hand Navigation panel and then open the Folder or Project info panel. Comments are displayed in the activity stream under the Task, Folder, or Projects description section. If multiple comments or changes have been made, you may see the option to “Show more updates”. Click “Show more updates” to see additional comments or changes recorded in the activity stream Click the filter icon in the upper right-hand corner of a Task, Folder, or Project Stream and select: ""All updates"" to see all changes and comments related to the Task, Folder, or Project. ""Only comments"" to see only comments and the file attachment history."
https://help.wrike.com/hc/en-us/articles/210322825-Comments,How to,edit comments,"['edit', 'comment']","Users can edit their comments within 6 minutes of when they are posted. Hover over one of your comments (either on the Stream tab or on a Task, Folder, or Project’s activity stream). Click ""Edit"". Make your changes. Click ""Send"" or use your preferred keyboard shortcut to post your edited comment."
https://help.wrike.com/hc/en-us/articles/210322825-Comments,How to,quote text in a comment,"['quot', 'text', 'in', 'comment']","Open a task in the Task View, or select a Folder or Project from the left-hand Navigation panel and then open the Folder or Project info panel. Use your mouse to selectthe text you would like to quote (the text can be from another comment or from the description field). Click the quotation marks which appear to the left of the selectedtext. The selectedtext is automatically inserted into a new comment, or if you are already typing a comment, the quote is added to the end of it. Finish typing your comment and click ""Send"" or use your preferred keyboard shortcut to post your comment. If you are quoting text from another comment, then to the right of the quoted text you will see: the name of the user who posted the commentalong with thedate and time when the commentwas posted."
https://help.wrike.com/hc/en-us/articles/210322825-Comments,How to,delete a comment,"['delet', 'comment']","At any time, users can delete their own comments or comments made by any user on tasks which they created. Hover over one of the comments (either on the Stream tab or on a Task, Folder, or Project’s activity stream). Click the menu button in the comments upper right-hand corner. Select Delete. Confirm your decision by clicking Delete on the pop-up that appears. The comment is immediately deleted."
https://help.wrike.com/hc/en-us/articles/210322825-Comments,How to,choose a shortcut for adding a comment,"['choos', 'shortcut', 'for', 'ad', 'comment']","You can specify a keyboard shortcut for sending comments in your Profile. Available options are: Enter and Ctrl (Cmd) + Enter. To change a shortcut: Click your profile image in the upper right-hand corner of your Workspace. Select ""Settings"" from the dropdown. ""Profile"" opens by default. Scroll to the ""Workspace settings"" section and select your preferred shortcut. Click ""Save changes""."
https://help.wrike.com/hc/en-us/articles/209602969-Sharing,How to,what sharing entails,"['what', 'sharing\xa0entail']","Once an item is shared with users: They are able to access, view, and edit that item. They are able to access all item details, including attachments and comments. Regular Users with Full Access are able to share the item with other users."
https://help.wrike.com/hc/en-us/articles/209602969-Sharing,How to,"private tasks, folders, and projects","['privat', 'task', 'folder', 'and', 'project']","Private Folders and Projects Projects and Folders created in the root folder are private by default andremain private untilshared with someone or until added to another Project or Folder. If a Project or Folder is convertedinto a Subfolder , then it is automatically shared with all users who have access to the parent Folder/Project. Private Tasks To create private tasks, first createa Folder or Project in the root folder and keep the Folder/Project unshared. Next, create tasks within that Folder or Project. Tasks created in this Folder or Project remain private until you share them with someone or until you add them to another Task, Folder, or Project. If you add a privatetask to another item, then the taskis automatically shared with all users who have access to the parent Task, Folder, or Project. Please note, if you add a task to your private Folder or Project, and that task is shared with other users, then it remains shared with those users even after it is added to your private Folder."
https://help.wrike.com/hc/en-us/articles/209602969-Sharing,How to,inherited sharing,"['inherit', 'share']","By default, sharing is inherited from the top down. If a Task, Folder, or Project is shared with a user, then all items added to or created in that Task, Folder, or Project are automatically shared with that useras well. With Inherited Sharing, you cannot unshare a Subtask, Subfolder, or Subproject from users if they have access to the parent Task, Folder, or Project. Information is not automatically shared from the bottom up. If you share a Subtask, Subfolder, or Subproject with users, they do not automatically get access to the parent Task, Folder, or Project. You can use this logic to share information with the appropriate parties without having to share everything."
https://help.wrike.com/hc/en-us/articles/209602969-Sharing,How to,about selective sharing,"['about', 'select', 'share']","The ability to turn on Selective Sharing is available on Enterprise accounts. Turning on Selective Sharing for a folder or project lets you edit who can access that folder or project, regardless of who has access to the parent folder or project. When you turn on Selective Sharing for a folder or project, it remains shared with any users who had access to it at the time that Selective Sharing was turned off. When you turn on Selective Sharing, the folder/project is no longer automatically shared with additional users when you: Share the parent folder/project with additional users. Add the folder/project to another folder/project, or move the folder/project from one folder/project to another. Please note, any subfolders orsubprojects added to the folder/project with Selective Sharing turned on will follow the logic of Inherited Sharing — unless these new subfolders/subprojects also have Selective Sharing turned on."
https://help.wrike.com/hc/en-us/articles/209602929-Following,How to,follow a folder or project,"['follow', 'folder', 'project']","Select a Folder or Project from the Workspace’s left-hand navigation. Open the Folder or Project info panel (the info panel opens by default when you select aProject). Click the “Following” icon in the upper right-hand corner of the Folder or Project info panel. Use the radio buttons to choose if you would like to follow: All Tasks – receive notifications related to changes made to all tasks within the Folder/Project My Tasks – receive notifications related to tasks which you created, are assigned to you, or which you commented on Ignore – you will not receive any notifications related to tasks within the Folder/Project Please note, the option you choose automatically applies to all Subfolders and Subprojects in the Folder/Project. However, you can follow the steps above to customizethe following options for individual Subfolders or Subprojects."
https://help.wrike.com/hc/en-us/articles/209602929-Following,How to,add others as followers,"['add', 'other', 'as', 'follow']","Select a Folder or Project from the Workspace’s left-hand Navigation panel. Open the Folder or Project info panel (the info panel opens by default when you select aProject). Click the “Following” icon in the upper right-hand corner of the Folder or Project info panel. Select a user from the dropdown list which appears or, if you don’t see the user you would like to add, begin typing their name in the field under “add follower” and then select their name from the dropdown list when it appears. The user you select starts following ""All tasks"" in the Folder or Project."
https://help.wrike.com/hc/en-us/articles/209602929-Following,How to,unfollow a folder or project,"['unfollow', 'folder', 'project']","Select a Folder or Project from the Workspace’s left-hand naviation. Open the Folder or Project info panel (the info panel opens by default when you select aProject). Click the “Following” icon in the upper right-hand corner of the Folder or Project info panel. A dialogue box will appear, and the profile images of all users who are currently following the Folder or Project are displayed under the “Followers” heading near the top of the dialogue box. Hover over your profile image under “Followers”. Click the “x” that appears in the upper right-hand corner of your profile image. Please note, if you remove yourself, or another user, as a follower of a Folder or Project then you (or the person you remove) automatically stop following all of its Subfolders or Subprojects as well. However, you can always add yourself as a follower to individual Subfolders which you still want to stay informed about."
https://help.wrike.com/hc/en-us/articles/209602929-Following,How to,remove others from following a folder or project,"['remov', 'other', 'from\xa0follow', 'folder', 'project']","Select a Folder or Project from the Workspace’s left-hand Navigation panel. Open the Folder or Project info panel (the info panel opens by default when you select aProject). Click the “Following” icon in the upper right-hand corner of the Folder or Project info panel. A dialogue box will appear, and the profile images of all users who are currently following the Folder or Project are displayed under the “Followers” heading near the top of the dialogue box. Hover over the profile image of the user which you would like to remove as a follower. Click the “x” that appears in the upper right-hand corner of theirprofile image."
https://help.wrike.com/hc/en-us/articles/360036858954-Calculated-Custom-Fields,How to, -,['\xa0'],"Date Date Days ✋Important note! Duration custom fields and Time Spent system fields are calculated by hours. Duration system field (i.e., duration of tasks and projects) is treated as days. Wrike Tip! You can always check any of your custom fields types in Custom Field Management"
https://help.wrike.com/hc/en-us/articles/210322725-Keyboard-Shortcuts,How to,available shortcuts,"['avail', 'shortcut']","Please note, Mac users should use the Controlkey on their keyboard instead of the Alt key. Shortcut Function Alt+Shift+N creates a new task Shift+Left Click creates a new task on the Workload View Alt+Shift+S places your cursor in the search box so that you can begin typing Alt+Shift+O opens the task you are currently looking at in a new tab Alt+Shift+F opens the task you are currently looking at infullscreen mode, or exits fullscreen mode if you are already in it Alt+Shift+Enter changes the task’s status from completed to active or vice versa Alt+Shift+X closes the Task View panel"
